2.173913 -6.471087 0.305207 5.980523 4.093891 1.394612e+00 1.424676e-01
2.127660 -6.178045 0.140765 1.883697 1.250986 1.186899e+00 4.414581e-02
2.083333 -6.674535 0.241749 4.127487 2.693451 1.515487e+00 3.342378e-01
2.040816 -6.906379 0.224339 5.353813 2.970175 1.775931e+00 2.545904e-01
2.000000 -6.625292 0.191102 5.685001 1.756536 1.669240e+00 6.605621e-02
1.923077 -6.896658 0.310189 4.547074 1.030007 1.694929e+00 1.344827e-01
1.851852 -6.815802 0.044375 6.239075 1.137007 1.757335e+00 2.363738e-01
1.785714 -6.720448 0.116974 6.215817 4.724464 1.666939e+00 2.605437e-01
1.724138 -6.696701 0.126059 2.855885 1.536576 1.616863e+00 1.735457e-01
1.666667 -6.997714 0.196012 7.504005 2.513739 1.995838 
