0.100000 0.500059 0.000074 0.004469 0.001893
0.500000 0.656552 0.000201 0.723976 0.001215
0.333333 0.552354 0.000176 0.495604 0.001168
0.250000 0.518609 0.000088 0.303892 0.001246
0.200000 0.506824 0.000087 0.171363 0.000876
0.166667 0.502511 0.000124 0.090414 0.001917
0.142857 0.500939 0.000078 0.045615 0.001934
0.125000 0.500367 0.000067 0.022322 0.002720
