 21 4.761905 0.016741
 22 4.545455 0.017718
 23 4.347826 0.018427
 24 4.166667 0.018975
 25 4.000000 0.019418
 26 3.846154 0.019783
 27 3.703704 0.020091
 28 3.571429 0.020353
 29 3.448276 0.020579
 30 3.333333 0.020773
 31 3.225806 0.020943
 32 3.125000 0.021091
 33 3.030303 0.021222
 34 2.941176 0.021337
 35 2.857143 0.021440
 36 2.777778 0.021531
 37 2.702703 0.021612
 38 2.631579 0.021684
 39 2.564103 0.021749
 40 2.500000 0.021806
 41 2.439024 0.021856
 42 2.380952 0.021900
 43 2.325581 0.021937
 44 2.272727 0.021967
 45 2.222222 0.021989
 46 2.173913 0.021987
 47 2.127660 0.021968
 48 2.083333 0.021950
 49 2.040816 0.021936
 50 2.000000 0.021924
 51 1.960784 0.021914
 52 1.923077 0.021906
 53 1.886792 0.021898
 54 1.851852 0.021892
 55 1.818182 0.021886
 56 1.785714 0.021882
 57 1.754386 0.021877
 58 1.724138 0.021874
 59 1.694915 0.021870
 60 1.666667 0.021867
 61 1.639344 0.021865
 62 1.612903 0.021863
 63 1.587302 0.021861
 64 1.562500 0.021859
 65 1.538462 0.021857
 66 1.515152 0.021856
 67 1.492537 0.021855
 68 1.470588 0.021854
 69 1.449275 0.021853
 70 1.428571 0.021851
 71 1.408451 0.021850
 72 1.388889 0.021849
 73 1.369863 0.021849
 74 1.351351 0.021850
 75 1.333333 0.021849
 76 1.315789 0.021849
 77 1.298701 0.021849
 78 1.282051 0.021848
 79 1.265823 0.021848
 80 1.250000 0.021848
 81 1.234568 0.021848
 82 1.219512 0.021848
 83 1.204819 0.021848
 84 1.190476 0.021848
 85 1.176471 0.021848
 86 1.162791 0.021848
 87 1.149425 0.021847
 88 1.136364 0.021848
 89 1.123596 0.021848
 90 1.111111 0.021848
 91 1.098901 0.021848
 92 1.086957 0.021848
 93 1.075269 0.021848
 94 1.063830 0.021848
 95 1.052632 0.021848
 96 1.041667 0.021848
 97 1.030928 0.021848
 98 1.020408 0.021848
 99 1.010101 0.021848
100 1.000000 0.021848
