3.333333 -4.535915 -0.023542 1.000000
3.125000 -4.813823 0.943922 1.000000
2.941176 -5.373581 1.342326 1.066667
2.777778 -5.091724 -0.203729 1.000000
2.631579 -5.462705 1.450466 1.000000
2.500000 -5.916161 3.557299 1.103448
2.000000 -6.083876 -0.226545 1.207547
2.000000 -6.304609 1.086201 1.254902
1.923077 -6.283150 -0.187371 1.084746
1.923077 -6.745332 0.544025 1.391304
1.851852 -6.590398 0.254927 1.422222
1.851852 -6.420514 2.085269 1.142857
1.785714 -6.204282 1.480657 1.230769
1.785714 -6.137042 0.909199 1.142857
1.724138 -6.696671 0.132264 1.523810
1.724138 -6.906549 7.503167 1.777778
1.666667 -6.576203 0.963150 1.230769
1.666667 -6.471842 0.186961 1.207547
