0.000000 0.000000
0.050000 0.000001
0.100000 0.000010
0.150000 0.000034
0.200000 0.000079
0.250000 0.000152
0.300000 0.000261
0.350000 0.000413
0.400000 0.000612
0.450000 0.000867
0.500000 0.001195
0.550000 0.001635
0.600000 0.002258
0.650000 0.003205
0.700000 0.004713
0.750000 0.007097
0.800000 0.010796
0.850000 0.016369
0.900000 0.024415
0.950000 0.035432
1.000000 0.049961
1.050000 0.068639
1.100000 0.092117
1.150000 0.120994
1.200000 0.155993
1.250000 0.197968
1.300000 0.247400
1.350000 0.305131
1.400000 0.371882
1.450000 0.448857
1.500000 0.537377
1.550000 0.639007
1.600000 0.755912
1.700000 1.043724
1.750000 1.219562
1.800000 1.420417
1.850000 1.650137
1.900000 1.912331
1.950000 2.214215
2.000000 2.559397
2.050000 2.957498
2.100000 3.444601
2.150000 4.436849
2.176000 6.697970
2.176100 6.762917
2.176200 6.845905
2.176300 6.956555
2.176400 7.103288
2.176500 7.298129
2.176600 7.556715
2.176700 7.986087
2.176900 5.495246
2.177000 5.083914
2.177500 4.261251
2.178000 3.925691
2.200000 2.012157
2.250000 1.476945
2.300000 1.296536
2.350000 1.203927
2.400000 1.144392
2.450000 1.109513
2.500000 1.092434
2.550000 1.087623
2.600000 1.090390
2.650000 1.096523
2.700000 1.104822
2.750000 1.115045
2.800000 1.127433
2.850000 1.141746
2.900000 1.157983
2.950000 1.176023
3.000000 1.195989
3.050000 1.217157
3.100000 1.241211
3.150000 1.266468
3.200000 1.292928
3.250000 1.321794
3.300000 1.351862
3.350000 1.384335
3.400000 1.416809
3.450000 1.451688
3.500000 1.487770
3.550000 1.525054
3.600000 1.563541
3.650000 1.603231
3.700000 1.642921
3.750000 1.685016
3.800000 1.728314
3.850000 1.774018
3.900000 1.819721
3.950000 1.869033
4.000000 1.919547
