3.333333 -4.533728 0.062204 0.641871 0.686436 1.019785e+00 2.656252e-02
3.125000 -4.834555 0.061455 1.392834 0.752954 1.009626e+00 1.287798e-02
2.941176 -5.135450 0.142823 1.024911 0.590252 1.029411e+00 2.214726e-02
2.777778 -5.291312 0.153797 1.130634 0.819553 1.045776e+00 3.015492e-02
2.631579 -5.617574 0.232014 2.879185 2.015988 1.047049e+00 4.751086e-02
2.500000 -5.957436 0.077882 1.820716 1.197817 1.064628e+00 5.029012e-02
2.380952 -5.679092 0.116975 0.759535 0.768087 1.067750e+00 7.109851e-02
2.272727 -5.988815 0.096927 0.655106 0.593376 1.090607e+00 4.989207e-02
2.173913 -6.011215 0.306214 1.236998 2.125736 1.126617e+00 1.406076e-01
2.083333 -5.949649 0.146067 1.995690 1.216293 1.043649e+00 3.718130e-02
2.000000 -6.323743 0.204309 1.042178 0.619932 1.204532e+00 4.184067e-02
1.923077 -6.322052 0.142803 1.813895 0.414448 1.198630e+00 7.574876e-02
1.851852 -6.243643 0.091569 1.138185 1.005237 1.158098e+00 8.692202e-02
1.785714 -6.282396 0.198922 1.793311 1.826551 1.161251e+00 8.387313e-02
1.724138 -6.408676 0.250756 1.919094 2.298482 1.357688e+00 2.653572e-01
1.666667 -6.424636 0.171588 1.697837 1.364909 1.270210e+00 8.224798e-02
1.612903 -6.480768 0.075344 2.825415 1.031095 1.285496e+00 8.423743e-02
1.562500 -6.374537 0.038372 2.709535 1.983422 1.217061e+00 4.797939e-02
1.515152 -6.399265 0.118399 1.611035 1.500338 1.209509e+00 4.814908e-02
1.470588 -6.580064 0.072288 2.743589 3.898528 1.349799e+00 1.001925e-01
1.428571 -6.551205 0.201134 2.454712 1.925271 1.332586 
