4.000000 -3.235377 0.832604 64
4.000000 -3.425205 1.021894 64
3.846154 -3.589694 0.846646 64
3.846154 -3.758961 0.795277 64
3.703704 -3.739020 0.093748 64
3.703704 -4.062618 2.200176 63
3.571429 -4.015439 0.483059 64
3.571429 -4.157484 1.273993 63
3.448276 -4.431126 0.497199 64
3.448276 -4.278541 1.017687 64
3.333333 -4.471596 0.631751 62
3.333333 -4.657324 0.861638 64
2.857143 -5.080677 0.830365 1.000000
2.857143 -5.282379 1.636813 1.000000
2.857143 -5.152909 0.824983 1.000000
2.857143 -5.104703 0.539409 1.000000
2.857143 -5.198771 1.190382 1.066667
2.702703 -5.211328 1.887849 1.049180
2.702703 -5.277752 2.662636 1.000000
2.702703 -5.778963 2.000112 1.066667
2.702703 -5.856145 -0.689175 1.163636
2.702703 -5.375044 0.788102 1.015873
2.500000 -5.406699 0.256636 1.049180
2.500000 -5.505177 0.638052 1.049180
2.500000 -5.478833 0.970901 1.000000
2.500000 -5.604976 0.619419 1.015873
2.500000 -5.400377 -0.181762 1.084746
2.000000 -5.982484 1.056384 1.000000
2.000000 -6.162391 3.130077 1.122807
2.000000 -6.352458 0.207896 1.163636
2.000000 -5.974168 1.515879 1.163636
2.000000 -6.135754 3.090941 1.122807
1.851852 -6.169783 3.093796 1.103448
1.851852 -6.207033 -0.983907 1.000000
1.851852 -6.275205 -2.475157 1.163636
1.851852 -5.983591 -0.622435 1.049180
1.851852 -6.037376 0.646483 1.032259
1.754386 -6.094865 -0.885807 1.103448
1.754386 -6.320605 -1.642850 1.163636
1.754386 -6.069199 -0.371903 1.066667
1.754386 -6.129158 0.881627 1.066667
1.754386 -6.345769 -1.232552 1.142857
