0.000000e+00 -7.140000e+00
5.000000e-02 -7.140000e+00
1.000000e-01 -7.140000e+00
1.500000e-01 -7.139999e+00
2.000000e-01 -7.139996e+00
2.500000e-01 -7.139990e+00
3.000000e-01 -7.139980e+00
3.500000e-01 -7.139963e+00
4.000000e-01 -7.139937e+00
4.500000e-01 -7.139900e+00
5.000000e-01 -7.139849e+00
5.500000e-01 -7.139778e+00
6.000000e-01 -7.139681e+00
6.500000e-01 -7.139544e+00
7.000000e-01 -7.139346e+00
7.500000e-01 -7.139051e+00
8.000000e-01 -7.138603e+00
8.500000e-01 -7.137924e+00
9.000000e-01 -7.136905e+00
9.500000e-01 -7.135409e+00
1.000000e+00 -7.133274e+00
1.050000e+00 -7.130309e+00
1.100000e+00 -7.126290e+00
1.150000e+00 -7.120962e+00
1.200000e+00 -7.114037e+00
1.250000e+00 -7.105188e+00
1.300000e+00 -7.094054e+00
1.350000e+00 -7.080241e+00
1.400000e+00 -7.063316e+00
1.450000e+00 -7.042797e+00
1.500000e+00 -7.018141e+00
1.550000e+00 -6.988732e+00
1.600000e+00 -6.953859e+00
1.700000e+00 -6.863877e+00
1.750000e+00 -6.807295e+00
1.800000e+00 -6.741295e+00
1.850000e+00 -6.664531e+00
1.900000e+00 -6.575470e+00
1.950000e+00 -6.472306e+00
2.000000e+00 -6.352966e+00
2.050000e+00 -6.215043e+00
2.100000e+00 -6.054991e+00
2.150000e+00 -5.857955e+00
2.176000e+00 -5.713202e+00
2.176100e+00 -5.712529e+00
2.176200e+00 -5.711849e+00
2.176300e+00 -5.711158e+00
2.176400e+00 -5.710455e+00
2.176500e+00 -5.709735e+00
2.176600e+00 -5.708993e+00
2.176700e+00 -5.708215e+00
2.176900e+00 -5.706867e+00
2.177000e+00 -5.706338e+00
2.177500e+00 -5.704002e+00
2.178000e+00 -5.701955e+00
2.200000e+00 -5.636639e+00
2.250000e+00 -5.549411e+00
2.300000e+00 -5.480074e+00
2.350000e+00 -5.417563e+00
2.400000e+00 -5.358855e+00
2.450000e+00 -5.302507e+00
2.500000e+00 -5.247459e+00
2.550000e+00 -5.192957e+00
2.600000e+00 -5.138507e+00
2.650000e+00 -5.083834e+00
2.700000e+00 -5.028800e+00
2.750000e+00 -4.973304e+00
2.800000e+00 -4.917242e+00
2.850000e+00 -4.860512e+00
2.900000e+00 -4.803019e+00
2.950000e+00 -4.744669e+00
3.000000e+00 -4.685369e+00
3.050000e+00 -4.625040e+00
3.100000e+00 -4.563581e+00
3.150000e+00 -4.500889e+00
3.200000e+00 -4.436904e+00
3.250000e+00 -4.371536e+00
3.300000e+00 -4.304694e+00
3.350000e+00 -4.236290e+00
3.400000e+00 -4.166261e+00
3.450000e+00 -4.094549e+00
3.500000e+00 -4.021062e+00
3.550000e+00 -3.945741e+00
3.600000e+00 -3.868527e+00
3.650000e+00 -3.789357e+00
3.700000e+00 -3.708203e+00
3.750000e+00 -3.625005e+00
3.800000e+00 -3.539672e+00
3.850000e+00 -3.452114e+00
3.900000e+00 -3.362270e+00
3.950000e+00 -3.270051e+00
4.000000e+00 -3.175337e+00
