3.333333 -4.535915 -0.023542 1.000000
3.333333 -4.497677 -0.196520 1.000000
3.333333 -4.464068 1.663825 1.032258
3.333333 -4.648064 1.040617 1.066667
3.333333 -4.522914 0.724975 1.000000
3.125000 -4.813823 0.943922 1.000000
3.125000 -4.755030 1.596210 1.032258
3.125000 -4.804750 0.339250 1.015873
3.125000 -4.862284 1.477632 1.000000
3.125000 -4.936888 2.607158 1.000000
2.941176 -5.373581 1.342326 1.066667
2.941176 -5.194219 0.587587 1.032258
2.941176 -4.948616 2.035432 1.015873
2.941176 -5.101241 0.452655 1.032258
2.941176 -5.059592 0.706555 1.000000
2.777778 -5.091724 -0.203729 1.000000
2.777778 -5.457928 1.187922 1.084746
2.777778 -5.422852 1.560128 1.049180
2.777778 -5.192744 1.978216 1.049180
2.631579 -5.462705 1.450466 1.000000
2.631579 -5.709078 2.243595 1.103448
2.631579 -5.950054 6.328044 1.084746
2.631579 -5.348461 1.494634 1.000000
2.500000 -5.916161 3.557299 1.103448
2.500000 -5.948776 2.079721 1.000000
2.500000 -6.085450 0.246264 1.122807
2.500000 -5.879356 1.399580 1.032258
2.380952 -5.633287 2.043563 1.000000
2.380952 -5.548525 0.889140 1.000000
2.380952 -5.605008 -0.353140 1.032258
2.380952 -5.883114 0.587515 1.163636
2.380952 -5.725525 0.630596 1.142857
